LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,LITRES/CAPITA,Flag Codes,DATE_CORRECTED
DNK,ALCOHOL,TOT,LT_CAP15,A,2011,11,D,1/1/2011
DNK,ALCOHOL,TOT,LT_CAP15,A,2012,9.8,D,1/1/2012
DNK,ALCOHOL,TOT,LT_CAP15,A,2013,10,D,1/1/2013
DNK,ALCOHOL,TOT,LT_CAP15,A,2014,10.1,D,1/1/2014
DNK,ALCOHOL,TOT,LT_CAP15,A,2015,9.9,D,1/1/2015
DNK,ALCOHOL,TOT,LT_CAP15,A,2016,10,D,1/1/2016
DNK,ALCOHOL,TOT,LT_CAP15,A,2017,9.7,D,1/1/2017
DNK,ALCOHOL,TOT,LT_CAP15,A,2018,9.7,D,1/1/2018
DNK,ALCOHOL,TOT,LT_CAP15,A,2019,9.5,D,1/1/2019
DNK,ALCOHOL,TOT,LT_CAP15,A,2020,9.7,D,1/1/2020
DNK,ALCOHOL,TOT,LT_CAP15,A,2021,10.4,D,1/1/2021
FIN,ALCOHOL,TOT,LT_CAP15,A,1960,2.7,,1/1/1960
FIN,ALCOHOL,TOT,LT_CAP15,A,1961,2.9,,1/1/1961
FIN,ALCOHOL,TOT,LT_CAP15,A,1962,3,,1/1/1962
FIN,ALCOHOL,TOT,LT_CAP15,A,1963,3.1,,1/1/1963
FIN,ALCOHOL,TOT,LT_CAP15,A,1964,3.1,,1/1/1964
FIN,ALCOHOL,TOT,LT_CAP15,A,1965,3.3,,1/1/1965
FIN,ALCOHOL,TOT,LT_CAP15,A,1966,3.5,,1/1/1966
FIN,ALCOHOL,TOT,LT_CAP15,A,1967,3.6,,1/1/1967
FIN,ALCOHOL,TOT,LT_CAP15,A,1968,3.9,,1/1/1968
FIN,ALCOHOL,TOT,LT_CAP15,A,1969,5.7,,1/1/1969
FIN,ALCOHOL,TOT,LT_CAP15,A,1970,5.8,,1/1/1970
FIN,ALCOHOL,TOT,LT_CAP15,A,1971,6.4,,1/1/1971
FIN,ALCOHOL,TOT,LT_CAP15,A,1972,6.8,,1/1/1972
FIN,ALCOHOL,TOT,LT_CAP15,A,1973,7.4,,1/1/1973
FIN,ALCOHOL,TOT,LT_CAP15,A,1974,8.4,,1/1/1974
FIN,ALCOHOL,TOT,LT_CAP15,A,1975,8,,1/1/1975
FIN,ALCOHOL,TOT,LT_CAP15,A,1976,8.1,,1/1/1976
FIN,ALCOHOL,TOT,LT_CAP15,A,1977,8.2,,1/1/1977
FIN,ALCOHOL,TOT,LT_CAP15,A,1978,7.9,,1/1/1978
FIN,ALCOHOL,TOT,LT_CAP15,A,1979,7.8,,1/1/1979
FIN,ALCOHOL,TOT,LT_CAP15,A,1980,7.9,,1/1/1980
FIN,ALCOHOL,TOT,LT_CAP15,A,1981,8,,1/1/1981
FIN,ALCOHOL,TOT,LT_CAP15,A,1982,7.9,,1/1/1982
FIN,ALCOHOL,TOT,LT_CAP15,A,1983,7.9,,1/1/1983
FIN,ALCOHOL,TOT,LT_CAP15,A,1984,8.1,,1/1/1984
FIN,ALCOHOL,TOT,LT_CAP15,A,1985,8,,1/1/1985
FIN,ALCOHOL,TOT,LT_CAP15,A,1986,8.5,,1/1/1986
FIN,ALCOHOL,TOT,LT_CAP15,A,1987,8.8,,1/1/1987
FIN,ALCOHOL,TOT,LT_CAP15,A,1988,9,,1/1/1988
FIN,ALCOHOL,TOT,LT_CAP15,A,1989,9.4,,1/1/1989
FIN,ALCOHOL,TOT,LT_CAP15,A,1990,9.5,,1/1/1990
FIN,ALCOHOL,TOT,LT_CAP15,A,1991,9.2,,1/1/1991
FIN,ALCOHOL,TOT,LT_CAP15,A,1992,8.9,,1/1/1992
FIN,ALCOHOL,TOT,LT_CAP15,A,1993,8.4,,1/1/1993
FIN,ALCOHOL,TOT,LT_CAP15,A,1994,8.2,,1/1/1994
FIN,ALCOHOL,TOT,LT_CAP15,A,1995,8.3,,1/1/1995
FIN,ALCOHOL,TOT,LT_CAP15,A,1996,8.2,,1/1/1996
FIN,ALCOHOL,TOT,LT_CAP15,A,1997,8.6,,1/1/1997
FIN,ALCOHOL,TOT,LT_CAP15,A,1998,8.6,,1/1/1998
FIN,ALCOHOL,TOT,LT_CAP15,A,1999,8.6,,1/1/1999
FIN,ALCOHOL,TOT,LT_CAP15,A,2000,8.6,,1/1/2000
FIN,ALCOHOL,TOT,LT_CAP15,A,2001,9,,1/1/2001
FIN,ALCOHOL,TOT,LT_CAP15,A,2002,9.2,,1/1/2002
FIN,ALCOHOL,TOT,LT_CAP15,A,2003,9.3,,1/1/2003
FIN,ALCOHOL,TOT,LT_CAP15,A,2004,9.9,,1/1/2004
FIN,ALCOHOL,TOT,LT_CAP15,A,2005,10,,1/1/2005
FIN,ALCOHOL,TOT,LT_CAP15,A,2006,10.1,,1/1/2006
FIN,ALCOHOL,TOT,LT_CAP15,A,2007,10.5,,1/1/2007
FIN,ALCOHOL,TOT,LT_CAP15,A,2008,10.3,,1/1/2008
FIN,ALCOHOL,TOT,LT_CAP15,A,2009,10,,1/1/2009
FIN,ALCOHOL,TOT,LT_CAP15,A,2010,9.7,,1/1/2010
FIN,ALCOHOL,TOT,LT_CAP15,A,2011,9.8,,1/1/2011
FIN,ALCOHOL,TOT,LT_CAP15,A,2012,9.3,,1/1/2012
FIN,ALCOHOL,TOT,LT_CAP15,A,2013,9.1,,1/1/2013
FIN,ALCOHOL,TOT,LT_CAP15,A,2014,8.8,,1/1/2014
FIN,ALCOHOL,TOT,LT_CAP15,A,2015,8.5,,1/1/2015
FIN,ALCOHOL,TOT,LT_CAP15,A,2016,8.4,,1/1/2016
FIN,ALCOHOL,TOT,LT_CAP15,A,2017,8.4,,1/1/2017
FIN,ALCOHOL,TOT,LT_CAP15,A,2018,8.4,,1/1/2018
FIN,ALCOHOL,TOT,LT_CAP15,A,2019,8.2,,1/1/2019
FIN,ALCOHOL,TOT,LT_CAP15,A,2020,8.2,,1/1/2020
FIN,ALCOHOL,TOT,LT_CAP15,A,2021,8.1,,1/1/2021
FRA,ALCOHOL,TOT,LT_CAP15,A,1970,23.2,,1/1/1970
FRA,ALCOHOL,TOT,LT_CAP15,A,1971,22.9,,1/1/1971
FRA,ALCOHOL,TOT,LT_CAP15,A,1972,22.6,,1/1/1972
FRA,ALCOHOL,TOT,LT_CAP15,A,1973,22.8,,1/1/1973
FRA,ALCOHOL,TOT,LT_CAP15,A,1974,22.5,,1/1/1974
FRA,ALCOHOL,TOT,LT_CAP15,A,1975,22.5,,1/1/1975
FRA,ALCOHOL,TOT,LT_CAP15,A,1976,22.2,,1/1/1976
FRA,ALCOHOL,TOT,LT_CAP15,A,1977,22.1,,1/1/1977
FRA,ALCOHOL,TOT,LT_CAP15,A,1978,21.1,,1/1/1978
FRA,ALCOHOL,TOT,LT_CAP15,A,1979,20.6,,1/1/1979
FRA,ALCOHOL,TOT,LT_CAP15,A,1980,20.1,,1/1/1980
FRA,ALCOHOL,TOT,LT_CAP15,A,1981,19.5,,1/1/1981
FRA,ALCOHOL,TOT,LT_CAP15,A,1982,19.4,,1/1/1982
FRA,ALCOHOL,TOT,LT_CAP15,A,1983,18.8,,1/1/1983
FRA,ALCOHOL,TOT,LT_CAP15,A,1984,17.9,,1/1/1984
FRA,ALCOHOL,TOT,LT_CAP15,A,1985,17.6,,1/1/1985
FRA,ALCOHOL,TOT,LT_CAP15,A,1986,17.1,,1/1/1986
FRA,ALCOHOL,TOT,LT_CAP15,A,1987,16.8,,1/1/1987
FRA,ALCOHOL,TOT,LT_CAP15,A,1988,16.8,,1/1/1988
FRA,ALCOHOL,TOT,LT_CAP15,A,1989,17,,1/1/1989
FRA,ALCOHOL,TOT,LT_CAP15,A,1990,15.4,,1/1/1990
FRA,ALCOHOL,TOT,LT_CAP15,A,1991,15.4,,1/1/1991
FRA,ALCOHOL,TOT,LT_CAP15,A,1992,15.4,,1/1/1992
FRA,ALCOHOL,TOT,LT_CAP15,A,1993,14.7,,1/1/1993
FRA,ALCOHOL,TOT,LT_CAP15,A,1994,14.6,,1/1/1994
FRA,ALCOHOL,TOT,LT_CAP15,A,1995,14.5,,1/1/1995
FRA,ALCOHOL,TOT,LT_CAP15,A,1996,14.5,,1/1/1996
FRA,ALCOHOL,TOT,LT_CAP15,A,1997,14.3,,1/1/1997
FRA,ALCOHOL,TOT,LT_CAP15,A,1998,14.5,,1/1/1998
FRA,ALCOHOL,TOT,LT_CAP15,A,1999,14.4,,1/1/1999
FRA,ALCOHOL,TOT,LT_CAP15,A,2000,13.9,,1/1/2000
FRA,ALCOHOL,TOT,LT_CAP15,A,2001,14.1,,1/1/2001
FRA,ALCOHOL,TOT,LT_CAP15,A,2002,13.9,,1/1/2002
FRA,ALCOHOL,TOT,LT_CAP15,A,2003,13.4,,1/1/2003
FRA,ALCOHOL,TOT,LT_CAP15,A,2004,13.1,,1/1/2004
FRA,ALCOHOL,TOT,LT_CAP15,A,2005,12.9,,1/1/2005
FRA,ALCOHOL,TOT,LT_CAP15,A,2006,13.1,,1/1/2006
FRA,ALCOHOL,TOT,LT_CAP15,A,2007,12.9,,1/1/2007
FRA,ALCOHOL,TOT,LT_CAP15,A,2008,12.5,,1/1/2008
FRA,ALCOHOL,TOT,LT_CAP15,A,2009,12.6,,1/1/2009
FRA,ALCOHOL,TOT,LT_CAP15,A,2010,12.3,,1/1/2010
FRA,ALCOHOL,TOT,LT_CAP15,A,2011,12.4,,1/1/2011
FRA,ALCOHOL,TOT,LT_CAP15,A,2012,12.2,,1/1/2012
FRA,ALCOHOL,TOT,LT_CAP15,A,2013,11.6,,1/1/2013
FRA,ALCOHOL,TOT,LT_CAP15,A,2014,12,,1/1/2014
FRA,ALCOHOL,TOT,LT_CAP15,A,2015,11.9,,1/1/2015
FRA,ALCOHOL,TOT,LT_CAP15,A,2016,11.7,,1/1/2016
FRA,ALCOHOL,TOT,LT_CAP15,A,2017,11.7,,1/1/2017
FRA,ALCOHOL,TOT,LT_CAP15,A,2018,11.6,,1/1/2018
FRA,ALCOHOL,TOT,LT_CAP15,A,2019,11.4,,1/1/2019
FRA,ALCOHOL,TOT,LT_CAP15,A,2020,10.4,,1/1/2020
FRA,ALCOHOL,TOT,LT_CAP15,A,2021,10.5,,1/1/2021
DEU,ALCOHOL,TOT,LT_CAP15,A,1961,11,,1/1/1961
DEU,ALCOHOL,TOT,LT_CAP15,A,1962,12.1,,1/1/1962
DEU,ALCOHOL,TOT,LT_CAP15,A,1963,12.9,,1/1/1963
DEU,ALCOHOL,TOT,LT_CAP15,A,1964,13.7,,1/1/1964
DEU,ALCOHOL,TOT,LT_CAP15,A,1965,14,,1/1/1965
DEU,ALCOHOL,TOT,LT_CAP15,A,1966,13.6,,1/1/1966
DEU,ALCOHOL,TOT,LT_CAP15,A,1967,13.5,,1/1/1967
DEU,ALCOHOL,TOT,LT_CAP15,A,1968,14,,1/1/1968
DEU,ALCOHOL,TOT,LT_CAP15,A,1969,15,,1/1/1969
DEU,ALCOHOL,TOT,LT_CAP15,A,1970,15.5,,1/1/1970
DEU,ALCOHOL,TOT,LT_CAP15,A,1971,16.5,,1/1/1971
DEU,ALCOHOL,TOT,LT_CAP15,A,1972,16.3,,1/1/1972
DEU,ALCOHOL,TOT,LT_CAP15,A,1973,16.7,,1/1/1973
DEU,ALCOHOL,TOT,LT_CAP15,A,1974,15.9,,1/1/1974
DEU,ALCOHOL,TOT,LT_CAP15,A,1975,16.8,,1/1/1975
DEU,ALCOHOL,TOT,LT_CAP15,A,1976,17.2,,1/1/1976
DEU,ALCOHOL,TOT,LT_CAP15,A,1977,16.4,,1/1/1977
DEU,ALCOHOL,TOT,LT_CAP15,A,1978,16.3,,1/1/1978
DEU,ALCOHOL,TOT,LT_CAP15,A,1979,16.7,,1/1/1979
DEU,ALCOHOL,TOT,LT_CAP15,A,1980,16.5,,1/1/1980
DEU,ALCOHOL,TOT,LT_CAP15,A,1981,16,,1/1/1981
DEU,ALCOHOL,TOT,LT_CAP15,A,1982,15.7,,1/1/1982
DEU,ALCOHOL,TOT,LT_CAP15,A,1983,15.8,,1/1/1983
DEU,ALCOHOL,TOT,LT_CAP15,A,1984,15.1,,1/1/1984
DEU,ALCOHOL,TOT,LT_CAP15,A,1985,15.1,,1/1/1985
DEU,ALCOHOL,TOT,LT_CAP15,A,1986,14.7,,1/1/1986
DEU,ALCOHOL,TOT,LT_CAP15,A,1987,14.8,,1/1/1987
DEU,ALCOHOL,TOT,LT_CAP15,A,1988,14.6,,1/1/1988
DEU,ALCOHOL,TOT,LT_CAP15,A,1989,14.6,,1/1/1989
DEU,ALCOHOL,TOT,LT_CAP15,A,1990,14.9,,1/1/1990
DEU,ALCOHOL,TOT,LT_CAP15,A,1991,13.9,,1/1/1991
DEU,ALCOHOL,TOT,LT_CAP15,A,1992,13.8,,1/1/1992
DEU,ALCOHOL,TOT,LT_CAP15,A,1993,13.5,,1/1/1993
DEU,ALCOHOL,TOT,LT_CAP15,A,1994,13.4,,1/1/1994
DEU,ALCOHOL,TOT,LT_CAP15,A,1995,13.4,,1/1/1995
DEU,ALCOHOL,TOT,LT_CAP15,A,1996,13.1,,1/1/1996
DEU,ALCOHOL,TOT,LT_CAP15,A,1997,13,,1/1/1997
DEU,ALCOHOL,TOT,LT_CAP15,A,1998,12.7,,1/1/1998
DEU,ALCOHOL,TOT,LT_CAP15,A,1999,12.8,,1/1/1999
DEU,ALCOHOL,TOT,LT_CAP15,A,2000,12.9,,1/1/2000
DEU,ALCOHOL,TOT,LT_CAP15,A,2001,12.5,,1/1/2001
DEU,ALCOHOL,TOT,LT_CAP15,A,2002,12.3,,1/1/2002
DEU,ALCOHOL,TOT,LT_CAP15,A,2003,11.9,,1/1/2003
DEU,ALCOHOL,TOT,LT_CAP15,A,2004,11.8,,1/1/2004
DEU,ALCOHOL,TOT,LT_CAP15,A,2005,11.7,,1/1/2005
DEU,ALCOHOL,TOT,LT_CAP15,A,2006,11.8,,1/1/2006
DEU,ALCOHOL,TOT,LT_CAP15,A,2007,11.5,,1/1/2007
DEU,ALCOHOL,TOT,LT_CAP15,A,2008,11.4,,1/1/2008
DEU,ALCOHOL,TOT,LT_CAP15,A,2009,11.2,,1/1/2009
DEU,ALCOHOL,TOT,LT_CAP15,A,2010,11.6,,1/1/2010
DEU,ALCOHOL,TOT,LT_CAP15,A,2011,11.3,,1/1/2011
DEU,ALCOHOL,TOT,LT_CAP15,A,2012,11.3,,1/1/2012
DEU,ALCOHOL,TOT,LT_CAP15,A,2013,11.1,,1/1/2013
DEU,ALCOHOL,TOT,LT_CAP15,A,2014,11.1,,1/1/2014
DEU,ALCOHOL,TOT,LT_CAP15,A,2015,11.1,,1/1/2015
DEU,ALCOHOL,TOT,LT_CAP15,A,2016,11,,1/1/2016
DEU,ALCOHOL,TOT,LT_CAP15,A,2017,10.9,,1/1/2017
DEU,ALCOHOL,TOT,LT_CAP15,A,2018,10.9,,1/1/2018
DEU,ALCOHOL,TOT,LT_CAP15,A,2019,10.6,,1/1/2019
GRC,ALCOHOL,TOT,LT_CAP15,A,1963,9.7,,1/1/1963
GRC,ALCOHOL,TOT,LT_CAP15,A,1964,9.8,,1/1/1964
GRC,ALCOHOL,TOT,LT_CAP15,A,1965,10,,1/1/1965
GRC,ALCOHOL,TOT,LT_CAP15,A,1966,10.1,,1/1/1966
GRC,ALCOHOL,TOT,LT_CAP15,A,1967,10.1,,1/1/1967
GRC,ALCOHOL,TOT,LT_CAP15,A,1968,10.2,,1/1/1968
GRC,ALCOHOL,TOT,LT_CAP15,A,1969,10.2,,1/1/1969
GRC,ALCOHOL,TOT,LT_CAP15,A,1970,10.3,,1/1/1970
GRC,ALCOHOL,TOT,LT_CAP15,A,1971,10.4,,1/1/1971
GRC,ALCOHOL,TOT,LT_CAP15,A,1972,10.4,,1/1/1972
GRC,ALCOHOL,TOT,LT_CAP15,A,1973,10.7,,1/1/1973
GRC,ALCOHOL,TOT,LT_CAP15,A,1974,10.9,,1/1/1974
GRC,ALCOHOL,TOT,LT_CAP15,A,1975,10.9,,1/1/1975
GRC,ALCOHOL,TOT,LT_CAP15,A,1976,11,,1/1/1976
GRC,ALCOHOL,TOT,LT_CAP15,A,1977,10.9,,1/1/1977
GRC,ALCOHOL,TOT,LT_CAP15,A,1978,11.4,,1/1/1978
GRC,ALCOHOL,TOT,LT_CAP15,A,1979,11.6,,1/1/1979
GRC,ALCOHOL,TOT,LT_CAP15,A,1980,13.2,,1/1/1980
GRC,ALCOHOL,TOT,LT_CAP15,A,1981,12,,1/1/1981
GRC,ALCOHOL,TOT,LT_CAP15,A,1982,11,,1/1/1982
GRC,ALCOHOL,TOT,LT_CAP15,A,1983,11.8,,1/1/1983
GRC,ALCOHOL,TOT,LT_CAP15,A,1984,11.6,,1/1/1984
GRC,ALCOHOL,TOT,LT_CAP15,A,1985,10.9,,1/1/1985
GRC,ALCOHOL,TOT,LT_CAP15,A,1986,8.9,,1/1/1986
GRC,ALCOHOL,TOT,LT_CAP15,A,1987,9.8,,1/1/1987
GRC,ALCOHOL,TOT,LT_CAP15,A,1988,10.1,,1/1/1988
GRC,ALCOHOL,TOT,LT_CAP15,A,1989,10.2,,1/1/1989
GRC,ALCOHOL,TOT,LT_CAP15,A,1990,10.3,,1/1/1990
GRC,ALCOHOL,TOT,LT_CAP15,A,1991,10.2,,1/1/1991
GRC,ALCOHOL,TOT,LT_CAP15,A,1992,10,,1/1/1992
GRC,ALCOHOL,TOT,LT_CAP15,A,1993,10.7,,1/1/1993
GRC,ALCOHOL,TOT,LT_CAP15,A,1994,10.4,,1/1/1994
GRC,ALCOHOL,TOT,LT_CAP15,A,1995,10.1,,1/1/1995
GRC,ALCOHOL,TOT,LT_CAP15,A,1996,9.7,,1/1/1996
GRC,ALCOHOL,TOT,LT_CAP15,A,1997,9.5,,1/1/1997
GRC,ALCOHOL,TOT,LT_CAP15,A,1998,9,,1/1/1998
GRC,ALCOHOL,TOT,LT_CAP15,A,1999,9.5,,1/1/1999
GRC,ALCOHOL,TOT,LT_CAP15,A,2000,8.6,,1/1/2000
GRC,ALCOHOL,TOT,LT_CAP15,A,2001,8.8,,1/1/2001
GRC,ALCOHOL,TOT,LT_CAP15,A,2002,8.2,,1/1/2002
GRC,ALCOHOL,TOT,LT_CAP15,A,2003,8.9,,1/1/2003
GRC,ALCOHOL,TOT,LT_CAP15,A,2004,9.1,,1/1/2004
GRC,ALCOHOL,TOT,LT_CAP15,A,2005,9.2,,1/1/2005
GRC,ALCOHOL,TOT,LT_CAP15,A,2006,8.7,,1/1/2006
GRC,ALCOHOL,TOT,LT_CAP15,A,2007,8.9,,1/1/2007
GRC,ALCOHOL,TOT,LT_CAP15,A,2008,8.7,,1/1/2008
GRC,ALCOHOL,TOT,LT_CAP15,A,2009,8.3,,1/1/2009
GRC,ALCOHOL,TOT,LT_CAP15,A,2010,8.3,,1/1/2010
GRC,ALCOHOL,TOT,LT_CAP15,A,2011,7.5,,1/1/2011
GRC,ALCOHOL,TOT,LT_CAP15,A,2012,7.6,,1/1/2012
GRC,ALCOHOL,TOT,LT_CAP15,A,2013,7.6,,1/1/2013
GRC,ALCOHOL,TOT,LT_CAP15,A,2014,7.1,,1/1/2014
GRC,ALCOHOL,TOT,LT_CAP15,A,2015,6.7,,1/1/2015
GRC,ALCOHOL,TOT,LT_CAP15,A,2016,6.7,,1/1/2016
GRC,ALCOHOL,TOT,LT_CAP15,A,2017,6.7,,1/1/2017
GRC,ALCOHOL,TOT,LT_CAP15,A,2018,6.5,,1/1/2018
GRC,ALCOHOL,TOT,LT_CAP15,A,2019,6.3,,1/1/2019
HUN,ALCOHOL,TOT,LT_CAP15,A,1960,8.2,,1/1/1960
HUN,ALCOHOL,TOT,LT_CAP15,A,1961,8.1,,1/1/1961
HUN,ALCOHOL,TOT,LT_CAP15,A,1962,8.2,,1/1/1962
HUN,ALCOHOL,TOT,LT_CAP15,A,1963,8.6,,1/1/1963
HUN,ALCOHOL,TOT,LT_CAP15,A,1964,9.6,,1/1/1964
HUN,ALCOHOL,TOT,LT_CAP15,A,1965,8.9,,1/1/1965
HUN,ALCOHOL,TOT,LT_CAP15,A,1966,8.9,,1/1/1966
HUN,ALCOHOL,TOT,LT_CAP15,A,1967,9.7,,1/1/1967
HUN,ALCOHOL,TOT,LT_CAP15,A,1968,9.9,,1/1/1968
HUN,ALCOHOL,TOT,LT_CAP15,A,1969,11.1,,1/1/1969
HUN,ALCOHOL,TOT,LT_CAP15,A,1970,11.5,,1/1/1970
HUN,ALCOHOL,TOT,LT_CAP15,A,1971,11.9,,1/1/1971
HUN,ALCOHOL,TOT,LT_CAP15,A,1972,11.9,,1/1/1972
HUN,ALCOHOL,TOT,LT_CAP15,A,1973,11.9,,1/1/1973
HUN,ALCOHOL,TOT,LT_CAP15,A,1974,11.8,,1/1/1974
HUN,ALCOHOL,TOT,LT_CAP15,A,1975,12.6,,1/1/1975
HUN,ALCOHOL,TOT,LT_CAP15,A,1976,13.5,,1/1/1976
HUN,ALCOHOL,TOT,LT_CAP15,A,1977,14.4,,1/1/1977
HUN,ALCOHOL,TOT,LT_CAP15,A,1978,14.6,,1/1/1978
HUN,ALCOHOL,TOT,LT_CAP15,A,1979,14.1,,1/1/1979
HUN,ALCOHOL,TOT,LT_CAP15,A,1980,14.9,,1/1/1980
HUN,ALCOHOL,TOT,LT_CAP15,A,1981,14.8,,1/1/1981
HUN,ALCOHOL,TOT,LT_CAP15,A,1982,14.8,,1/1/1982
HUN,ALCOHOL,TOT,LT_CAP15,A,1983,14.5,,1/1/1983
HUN,ALCOHOL,TOT,LT_CAP15,A,1984,14.9,,1/1/1984
HUN,ALCOHOL,TOT,LT_CAP15,A,1985,14.7,,1/1/1985
HUN,ALCOHOL,TOT,LT_CAP15,A,1986,14.5,,1/1/1986
HUN,ALCOHOL,TOT,LT_CAP15,A,1987,13.5,,1/1/1987
HUN,ALCOHOL,TOT,LT_CAP15,A,1988,13.1,,1/1/1988
HUN,ALCOHOL,TOT,LT_CAP15,A,1989,14.1,,1/1/1989
HUN,ALCOHOL,TOT,LT_CAP15,A,1990,13.9,,1/1/1990
HUN,ALCOHOL,TOT,LT_CAP15,A,1991,13.3,,1/1/1991
HUN,ALCOHOL,TOT,LT_CAP15,A,1992,13,,1/1/1992
HUN,ALCOHOL,TOT,LT_CAP15,A,1993,13.1,,1/1/1993
HUN,ALCOHOL,TOT,LT_CAP15,A,1994,12.9,,1/1/1994
HUN,ALCOHOL,TOT,LT_CAP15,A,1995,12.2,,1/1/1995
HUN,ALCOHOL,TOT,LT_CAP15,A,1996,12.5,,1/1/1996
HUN,ALCOHOL,TOT,LT_CAP15,A,1997,12.3,,1/1/1997
HUN,ALCOHOL,TOT,LT_CAP15,A,1998,12.2,,1/1/1998
HUN,ALCOHOL,TOT,LT_CAP15,A,1999,12.2,,1/1/1999
HUN,ALCOHOL,TOT,LT_CAP15,A,2000,12,,1/1/2000
HUN,ALCOHOL,TOT,LT_CAP15,A,2001,13.2,,1/1/2001
HUN,ALCOHOL,TOT,LT_CAP15,A,2002,13.3,,1/1/2002
HUN,ALCOHOL,TOT,LT_CAP15,A,2003,13.2,,1/1/2003
HUN,ALCOHOL,TOT,LT_CAP15,A,2004,13.2,,1/1/2004
HUN,ALCOHOL,TOT,LT_CAP15,A,2005,13,,1/1/2005
HUN,ALCOHOL,TOT,LT_CAP15,A,2006,13.2,,1/1/2006
HUN,ALCOHOL,TOT,LT_CAP15,A,2007,12.6,,1/1/2007
HUN,ALCOHOL,TOT,LT_CAP15,A,2008,11.8,,1/1/2008
HUN,ALCOHOL,TOT,LT_CAP15,A,2009,11.5,,1/1/2009
HUN,ALCOHOL,TOT,LT_CAP15,A,2010,10.8,,1/1/2010
HUN,ALCOHOL,TOT,LT_CAP15,A,2011,11.4,,1/1/2011
HUN,ALCOHOL,TOT,LT_CAP15,A,2012,11.1,,1/1/2012
HUN,ALCOHOL,TOT,LT_CAP15,A,2013,10.6,,1/1/2013
HUN,ALCOHOL,TOT,LT_CAP15,A,2014,10.9,,1/1/2014
HUN,ALCOHOL,TOT,LT_CAP15,A,2015,10.8,,1/1/2015
HUN,ALCOHOL,TOT,LT_CAP15,A,2016,11.1,,1/1/2016
HUN,ALCOHOL,TOT,LT_CAP15,A,2017,10.7,,1/1/2017
HUN,ALCOHOL,TOT,LT_CAP15,A,2018,11.4,,1/1/2018
HUN,ALCOHOL,TOT,LT_CAP15,A,2019,10.7,,1/1/2019
HUN,ALCOHOL,TOT,LT_CAP15,A,2020,10.4,,1/1/2020
HUN,ALCOHOL,TOT,LT_CAP15,A,2021,10.4,,1/1/2021
ISL,ALCOHOL,TOT,LT_CAP15,A,1961,3,,1/1/1961
ISL,ALCOHOL,TOT,LT_CAP15,A,1962,3.4,,1/1/1962
ISL,ALCOHOL,TOT,LT_CAP15,A,1963,3.6,,1/1/1963
ISL,ALCOHOL,TOT,LT_CAP15,A,1964,3.6,,1/1/1964
ISL,ALCOHOL,TOT,LT_CAP15,A,1965,3.8,,1/1/1965
ISL,ALCOHOL,TOT,LT_CAP15,A,1966,4.2,,1/1/1966
ISL,ALCOHOL,TOT,LT_CAP15,A,1967,4.4,,1/1/1967
ISL,ALCOHOL,TOT,LT_CAP15,A,1968,3.9,,1/1/1968
ISL,ALCOHOL,TOT,LT_CAP15,A,1969,3.9,,1/1/1969
ISL,ALCOHOL,TOT,LT_CAP15,A,1970,4.6,,1/1/1970
ISL,ALCOHOL,TOT,LT_CAP15,A,1971,4.9,,1/1/1971
ISL,ALCOHOL,TOT,LT_CAP15,A,1972,5,,1/1/1972
ISL,ALCOHOL,TOT,LT_CAP15,A,1973,5.2,,1/1/1973
ISL,ALCOHOL,TOT,LT_CAP15,A,1974,5.3,,1/1/1974
ISL,ALCOHOL,TOT,LT_CAP15,A,1975,4.8,,1/1/1975
ISL,ALCOHOL,TOT,LT_CAP15,A,1976,4.8,,1/1/1976
ISL,ALCOHOL,TOT,LT_CAP15,A,1977,5.1,,1/1/1977
ISL,ALCOHOL,TOT,LT_CAP15,A,1978,4.8,,1/1/1978
ISL,ALCOHOL,TOT,LT_CAP15,A,1979,5.1,,1/1/1979
ISL,ALCOHOL,TOT,LT_CAP15,A,1980,5,,1/1/1980
ISL,ALCOHOL,TOT,LT_CAP15,A,1981,5.1,,1/1/1981
ISL,ALCOHOL,TOT,LT_CAP15,A,1982,4.9,,1/1/1982
ISL,ALCOHOL,TOT,LT_CAP15,A,1983,5.1,,1/1/1983
ISL,ALCOHOL,TOT,LT_CAP15,A,1984,5.4,,1/1/1984
ISL,ALCOHOL,TOT,LT_CAP15,A,1985,5.3,,1/1/1985
ISL,ALCOHOL,TOT,LT_CAP15,A,1986,5.5,,1/1/1986
ISL,ALCOHOL,TOT,LT_CAP15,A,1987,5.6,,1/1/1987
ISL,ALCOHOL,TOT,LT_CAP15,A,1988,5.5,,1/1/1988
ISL,ALCOHOL,TOT,LT_CAP15,A,1989,5.4,,1/1/1989
ISL,ALCOHOL,TOT,LT_CAP15,A,1990,5.1,,1/1/1990
ISL,ALCOHOL,TOT,LT_CAP15,A,1991,5,,1/1/1991
ISL,ALCOHOL,TOT,LT_CAP15,A,1992,4.6,,1/1/1992
ISL,ALCOHOL,TOT,LT_CAP15,A,1993,4.4,,1/1/1993
ISL,ALCOHOL,TOT,LT_CAP15,A,1994,4.6,,1/1/1994
ISL,ALCOHOL,TOT,LT_CAP15,A,1995,4.7,,1/1/1995
ISL,ALCOHOL,TOT,LT_CAP15,A,1996,4.8,,1/1/1996
ISL,ALCOHOL,TOT,LT_CAP15,A,1997,5.1,,1/1/1997
ISL,ALCOHOL,TOT,LT_CAP15,A,1998,5.5,,1/1/1998
